Delitos Faltas: Nivel 1;Delitos Faltas: Nivel 2;Delitos Faltas: Nivel 3;Delitos Faltas: Nivel 4;Delitos Faltas: Nivel 5;Edad;Periodo;Total
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;16 años;2016;402
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;16 años;2015;191
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;16 años;2014;184
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;16 años;2013;205
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;17 años;2023;532
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;17 años;2022;636
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;17 años;2021;591
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;17 años;2020;526
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;17 años;2019;607
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;17 años;2018;518
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;17 años;2017;440
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;17 años;2016;371
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;17 años;2015;190
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;17 años;2014;170
Total Infracciones;A Delitos;6 Contra la libertad;6.2 Amenazas;;17 años;2013;184
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;Total;2023;352
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;Total;2022;364
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;Total;2021;247
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;Total;2020;228
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;Total;2019;358
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;Total;2018;219
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;Total;2017;222
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;Total;2016;186
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;Total;2015;106
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;Total;2014;90
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;Total;2013;99
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;14 años;2023;95
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;14 años;2022;84
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;14 años;2021;51
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;14 años;2020;35
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;14 años;2019;93
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;14 años;2018;44
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;14 años;2017;56
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;14 años;2016;35
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;14 años;2015;24
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;14 años;2014;15
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;14 años;2013;25
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;15 años;2023;119
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;15 años;2022;108
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;15 años;2021;64
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;15 años;2020;75
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;15 años;2019;99
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;15 años;2018;53
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;15 años;2017;52
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;15 años;2016;48
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;15 años;2015;39
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;15 años;2014;27
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;15 años;2013;18
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;16 años;2023;66
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;16 años;2022;94
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;16 años;2021;76
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;16 años;2020;54
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;16 años;2019;83
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;16 años;2018;66
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;16 años;2017;61
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;16 años;2016;57
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;16 años;2015;18
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;16 años;2014;25
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;16 años;2013;21
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;17 años;2023;72
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;17 años;2022;78
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;17 años;2021;56
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;17 años;2020;64
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;17 años;2019;83
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;17 años;2018;56
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;17 años;2017;53
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;17 años;2016;46
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;17 años;2015;25
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;17 años;2014;23
Total Infracciones;A Delitos;6 Contra la libertad;6.3 Coacciones;;17 años;2013;35
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;Total;2023;1.333
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;Total;2022;1.436
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;Total;2021;1.471
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;Total;2020;1.336
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;Total;2019;1.863
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;Total;2018;1.630
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;Total;2017;1.624
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;Total;2016;1.710
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;Total;2015;1.743
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;Total;2014;1.636
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;Total;2013;1.502
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;14 años;2023;345
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;14 años;2022;358
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;14 años;2021;327
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;14 años;2020;303
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;14 años;2019;385
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;14 años;2018;405
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;14 años;2017;417
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;14 años;2016;407
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;14 años;2015;363
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;14 años;2014;373
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;14 años;2013;292
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;15 años;2023;353
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;15 años;2022;372
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;15 años;2021;393
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;15 años;2020;345
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;15 años;2019;618
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;15 años;2018;406
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;15 años;2017;466
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;15 años;2016;467
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;15 años;2015;404
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;15 años;2014;427
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;15 años;2013;388
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;16 años;2023;340
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;16 años;2022;373
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;16 años;2021;423
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;16 años;2020;368
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;16 años;2019;431
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;16 años;2018;432
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;16 años;2017;388
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;16 años;2016;452
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;16 años;2015;500
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;16 años;2014;438
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;16 años;2013;455
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;17 años;2023;295
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;17 años;2022;333
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;17 años;2021;328
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;17 años;2020;320
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;17 años;2019;429
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;17 años;2018;387
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;17 años;2017;353
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;17 años;2016;384
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;17 años;2015;476
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;17 años;2014;398
Total Infracciones;A Delitos;7 Torturas e integridad moral;;;17 años;2013;367
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2023;500
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2022;636
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2021;609
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2020;477
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2019;548
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2018;408
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2017;332
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2016;289
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2015;255
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2014;278
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2013;232
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;14 años;2023;136
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;14 años;2022;161
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;14 años;2021;177
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;14 años;2020;135
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;14 años;2019;142
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;14 años;2018;106
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;14 años;2017;91
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;14 años;2016;79
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;14 años;2015;85
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;14 años;2014;82
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;14 años;2013;65
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;15 años;2023;121
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;15 años;2022;165
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;15 años;2021;181
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;15 años;2020;132
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;15 años;2019;131
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;15 años;2018;99
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;15 años;2017;90
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;15 años;2016;67
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;15 años;2015;61
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;15 años;2014;80
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;15 años;2013;59
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;16 años;2023;128
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;16 años;2022;163
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;16 años;2021;134
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;16 años;2020;114
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;16 años;2019;179
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;16 años;2018;101
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;16 años;2017;94
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;16 años;2016;81
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;16 años;2015;51
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;16 años;2014;67
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;16 años;2013;56
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;17 años;2023;115
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;17 años;2022;147
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;17 años;2021;117
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;17 años;2020;96
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;17 años;2019;96
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;17 años;2018;102
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;17 años;2017;57
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;17 años;2016;62
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;17 años;2015;58
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;17 años;2014;49
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;;;17 años;2013;52
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;Total;2023;64
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;Total;2022;31
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;Total;2021;55
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;Total;2020;54
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;Total;2019;60
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;Total;2018;69
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;Total;2017;103
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;Total;2016;86
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;Total;2015;103
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;Total;2014;98
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;Total;2013;112
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;14 años;2023;7
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;14 años;2022;6
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;14 años;2021;10
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;14 años;2020;6
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;14 años;2019;7
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;14 años;2018;8
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;14 años;2017;34
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;14 años;2016;27
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;14 años;2015;35
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;14 años;2014;33
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;14 años;2013;29
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;15 años;2023;15
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;15 años;2022;5
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;15 años;2021;7
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;15 años;2020;15
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;15 años;2019;18
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;15 años;2018;17
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;15 años;2017;21
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;15 años;2016;21
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;15 años;2015;23
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;15 años;2014;30
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;15 años;2013;32
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;16 años;2023;18
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;16 años;2022;7
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;16 años;2021;24
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;16 años;2020;18
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;16 años;2019;14
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;16 años;2018;25
Total Infracciones;A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;;16 años;2017;29
